CategoryFolder,DocumentType,PageURL,FileURL,SavedLocalPath,Status,Error
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/ADGM+Unaudited+Small+Companies+Regime+Balance+Sheet+Template-unofficial.docx/03f060366b9b11efae4b6ad8e5bcaa80,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\ADGM_Unaudited_Small_Companies_Regime_Balance_Sheet_Template-unofficial.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/Beneficial+Ownership+and+Control+Guidance+2021.pdf/628c9b6e6b9b11efbc29f277c33965bd,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\Beneficial_Ownership_and_Control_Guidance_2021.pdf",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/license_renewal_guide_updated-draft-v3-5.pdf/1b60b94a6b9c11ef858fdaed20215b4a,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\license_renewal_guide_updated-draft-v3-5.pdf",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/Consent-Letter-to-share-office-v10.docx/87ac7eae6b9c11efb5d5425c071764da,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\Consent-Letter-to-share-office-v10.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/Guidance+on+Exemptions+from+the+requirement+to+appoint+a+CSP+08-04-2021.pdf/53ae37646b7e11ef93e5daed20215b4a,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\Guidance_on_Exemptions_from_the_requirement_to_appoint_a_CSP_08-04-2021.pdf",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/Resolution-Change-of-Registered-office-Address.docx/19e84aa06b9d11ef814a22585707a254,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\Resolution-Change-of-Registered-office-Address.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/Guidance+on+Exemptions+from+the+requirement+to+appoint+a+CSP++08-04-2021+%281%29.pdf/91519c726b9d11efbb0df2d590e1d568,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\Guidance_on_Exemptions_from_the_requirement_to_appoint_a_CSP_08-04-2021_(1).pdf",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/Annual+Accounts+Extension+Guidance+V2.pdf/2e6add9c702c11efabe4dea253131be4,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\Annual_Accounts_Extension_Guidance_V2.pdf",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/Guidance+on+client+money+-+March+2023.pdf/3c469f6e6b9f11ef9cf352304907f450,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\Guidance_on_client_money_-_March_2023.pdf",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/hotels_tourism_establishments_guide_v1_april_2017.pdf/8e79caf46b9f11efaf9b6a9f632a70c3,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\hotels_tourism_establishments_guide_v1_april_2017.pdf",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/guidance_charges_ver11_20180509.pdf/c53673f86b9f11ef8c2bf2d590e1d568,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\guidance_charges_ver11_20180509.pdf",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/ADGM+RA+Service+of+Alcohol+Guidance.pdf/21a48f626ba011efa441daed20215b4a,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\ADGM_RA_Service_of_Alcohol_Guidance.pdf",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/guidancenotes_tradenames_v1.pdf/5fc547aa6ba011efbe4e36d4a4edf9e6,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\guidancenotes_tradenames_v1.pdf",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/Voluntary+Liquidation+Guidance+2023.pdf/a9bef0c26ba011efb5d68e0c4123aa28,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\Voluntary_Liquidation_Guidance_2023.pdf",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgm-onshore-government-authorities-approval-guidelines-003.docx/19a406fa6ba311ef93986a9f632a70c3,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgm-onshore-government-authorities-approval-guidelines-003.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgmtemplate_reso_changeaccountingrefdate_ver100_2016-10-05.docx/984fc76a6c1f11ef8fcda2155970a494,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgmtemplate_reso_changeaccountingrefdate_ver100_2016-10-05.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgmtemplate_reso_changeaccountingrefdate_ver100_2016-10-05+%281%29.docx/d299bb566c1f11efa86a9eb08f3e0faf,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgmtemplate_reso_changeaccountingrefdate_ver100_2016-10-05_(1).docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgmtemplate_reso_auditorappt_ver100_2016-10-05.docx/156a70566c2011efb96f8ab514a490b9,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgmtemplate_reso_auditorappt_ver100_2016-10-05.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgmtemplate_reso_auditorremovalreplacement_ver100_2016-10-05.docx/53cb002c6c2011ef9197965526a13035,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgmtemplate_reso_auditorremovalreplacement_ver100_2016-10-05.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgmtemplate_reso_alternativelocation_ver100_2016-10-05.docx/905e6fec6c2011efb0d1464de50e5904,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgmtemplate_reso_alternativelocation_ver100_2016-10-05.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgmtemplate_reso_movetoalternativelocation_ver100_2016-10-05.docx/c6b4c80c6c2011ef98546ad8e5bcaa80,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgmtemplate_reso_movetoalternativelocation_ver100_2016-10-05.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgmtemplate_reso_movetoregisteredofficeaddress_ver100_2016-10-05.docx/0dcf68506c2111ef842fe25b49ff43cd,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgmtemplate_reso_movetoregisteredofficeaddress_ver100_2016-10-05.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgmtemplate_reso_authorisedsignatoryappt_ver100_2016-10-05.docx/4c03704e6c2111efb4719eb08f3e0faf,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgmtemplate_reso_authorisedsignatoryappt_ver100_2016-10-05.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgmtemplate_reso_authorisedsignatoryresignation_ver100_2016-10-05.docx/a80821646c2111efb6579eb08f3e0faf,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgmtemplate_reso_authorisedsignatoryresignation_ver100_2016-10-05.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgmtemplate_reso_authorisedsignatoryremovalreplacement_ver100_2016-10-05.docx/e6d24b546c2111efb67c9eb08f3e0faf,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgmtemplate_reso_authorisedsignatoryremovalreplacement_ver100_2016-10-05.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgmtemplate_reso_directorappt_ver100_2016-10-05.docx/28c5a3d06c2211ef8c651e84201c1dbb,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgmtemplate_reso_directorappt_ver100_2016-10-05.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgmtemplate_shreso_directorappt_2016-09_ver100_2016-10-05.docx/5b370bce6c2211ef9d4cdec3f81b7a98,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgmtemplate_shreso_directorappt_2016-09_ver100_2016-10-05.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgmtemplate_reso_directorresignation_ver100_2016-10-05.docx/951920486c2211ef87e58a327d741d9d,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgmtemplate_reso_directorresignation_ver100_2016-10-05.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgmtemplate_reso_directorremovalreplacement_ver100_2016-10-05.docx/cfc08f4c6c2211efba85527b7dbf507c,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgmtemplate_reso_directorremovalreplacement_ver100_2016-10-05.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/consenttoactasdirector_ver100_2016-10-05.docx/ff783e6a6c2211ef8a67a2155970a494,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\consenttoactasdirector_ver100_2016-10-05.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/letterofresignaton_director_ver100_2016-10-05.docx/5a17e9f66c2311efb5c4ea78beb009e8,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\letterofresignaton_director_ver100_2016-10-05.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgm-ra-continuance-directors-statement-of-solvency-v1.docx/ade3fef86c2311efb4732e2aef7e25a3,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgm-ra-continuance-directors-statement-of-solvency-v1.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgmtemplate_reso_namechange_ver100_2016-10-05.docx/e658f02c6c2311ef9e109eb08f3e0faf,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgmtemplate_reso_namechange_ver100_2016-10-05.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgmtemplate_reso_secretaryappt_ver100_2018-10-05.docx/4ea6796a6c2411ef8a436ad8e5bcaa80,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgmtemplate_reso_secretaryappt_ver100_2018-10-05.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgmtemplate_reso_secretaryresignation_ver100_2016-10-05.docx/9c7302806c2411efa5b23694ec5f88cc,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgmtemplate_reso_secretaryresignation_ver100_2016-10-05.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgmtemplate_reso_secretaryremovalreplacement_ver100_2016-10-05.docx/d57096ce6c2411ef961d42653b845091,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgmtemplate_reso_secretaryremovalreplacement_ver100_2016-10-05.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/consenttoactassecretary_ver100_2016-10-05.docx/163e4dd66c2511efa722965526a13035,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\consenttoactassecretary_ver100_2016-10-05.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgmtemplate_reso_secretaryresignation_ver100_2016-10-05+%281%29.docx/4a8a396a6c2511ef8201a6284e1d59c1,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgmtemplate_reso_secretaryresignation_ver100_2016-10-05_(1).docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgmtemplate_reso_sharetransfer_2016-09_ver100_2016-10-05.docx/8c2d38066c3711efb051fe7434582912,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgmtemplate_reso_sharetransfer_2016-09_ver100_2016-10-05.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/Registration-of-Branch.docx/aecaedfa5b1a11efbc8f2236104f0d0c,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\Registration-of-Branch.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/Registration-of-Branch-by-Management-Board-v2.docx/0131ad6c6c3811efaccf3694ec5f88cc,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\Registration-of-Branch-by-Management-Board-v2.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/Registration-of-Branch-by-Board-of-Directors-v2.docx/634ae4be6c3811ef9b92e6efd6850124,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\Registration-of-Branch-by-Board-of-Directors-v2.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgm-ra-resolution-incorporation-ltd-corporate-shareholder-v2.docx/983698446c3811efbf7cfe7434582912,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgm-ra-resolution-incorporation-ltd-corporate-shareholder-v2.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgm-ra-resolution-incorporation-LTG-corporate-shareholder-v2.docx/c8acd68c6c3811efbd0d6ad8e5bcaa80,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgm-ra-resolution-incorporation-LTG-corporate-shareholder-v2.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgm-ra-resolution-multiple-incorporate-shareholders-LTD-incorporation-v2.docx/186a12846c3911efa4e6c6223862cd87,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgm-ra-resolution-multiple-incorporate-shareholders-LTD-incorporation-v2.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgm-ra-resolution-multiple-individual-founding-members-LTG-incorporation-v2.docx/5c5876166c3911ef9d0856fe65da756e,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgm-ra-resolution-multiple-individual-founding-members-LTG-incorporation-v2.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgm-ra-resolution-single-individual-shareholder-LTD-incorporation-v2.docx/f160dbe06c3911efa22adaed20215b4a,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgm-ra-resolution-single-individual-shareholder-LTD-incorporation-v2.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/adgm-ra-resolution-single-individual-founding-member-LTG-incorporation-v2.docx/238f64e26c3a11ef8a91f2d590e1d568,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\adgm-ra-resolution-single-individual-founding-member-LTG-incorporation-v2.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/Incorporation-by-Individual.docx/55cb9cd26c3a11ef9fdd56fe65da756e,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\Incorporation-by-Individual.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/Register-of-Directors-template-v1.docx/5fe5cdc26ba511ef92f68ef69f84fa1c,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\Register-of-Directors-template-v1.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/template_registerofcharges.docx/997024166ba511ef848af2551d9dca04,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\template_registerofcharges.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/template_registerofdirresadd.docx/ef0466806ba511efbbbd8ef69f84fa1c,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\template_registerofdirresadd.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/template_registerofmember.docx/3429e6906ba611efa0541ef10b1e0723,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\template_registerofmember.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/template_registerofmemberltg.docx/7e82af606ba611efb16b3e91a5dc25f0,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\template_registerofmemberltg.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/template_registerofdircorp.docx/e395d3f06ba611efbc5cae6d7891492b,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\template_registerofdircorp.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/template_registerofseccorp.docx/2146026a6ba711ef887dfee8cbf8e6f6,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\template_registerofseccorp.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/template_sharecertificate.docx/51f54a7e6ba711efad963694ec5f88cc,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\template_sharecertificate.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/Source+of+wealth+declaration+form_FINAL_11072021.docx/984d935a6ba711ef97a83e91a5dc25f0,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\Source_of_wealth_declaration_form_FINAL_11072021.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/20231206-Record-of-Beneficial-Owners.docx/398b8cfe5a2d11efbdf0da6109054d88,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\20231206-Record-of-Beneficial-Owners.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/Decision+Procedures+Disqualification+and+Enforcement+Manual+December+2022.pdf/2985529a612111efbfe5465da21f1fc6,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\Decision_Procedures_Disqualification_and_Enforcement_Manual_March_2025.pdf",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/ADGM+RA+Name+self+declaration+v2.docx/f11b84e66ba811ef9255e2aef2adf5b1,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\ADGM_RA_Name_self_declaration_v2.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/ADGM+Statutory+Demand.docx/4fa8fab66ba911ef99ca924525d7eeee,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\ADGM_Statutory_Demand.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/ADGM-RA-Statement-of-Affairs.docx/76238a586ba911ef9736425c071764da,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\ADGM-RA-Statement-of-Affairs.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/ADGM+RA+Statement+of+Concurrence.docx/b1f3809c6ba911ef9a31324080d98e91,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\ADGM_RA_Statement_of_Concurrence.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/Nominee-Arrangement-Confirmation-Role-Holder-Nominee-Company.docx/e1efb5366ba911ef8992c68d6daf3988,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\Nominee-Arrangement-Confirmation-Role-Holder-Nominee-Company.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/Nominee-Arrangement-Confirmation-Role-Holder-Nominee-Foundation.docx/102aa6906baa11efb7f2324080d98e91,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\Nominee-Arrangement-Confirmation-Role-Holder-Nominee-Foundation.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/NomineeArrangementConfirmationShareholderUBOV1120201006-002.docx/439939d86baa11efbd8f3e91a5dc25f0,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\NomineeArrangementConfirmationShareholderUBOV1120201006-002.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/Nominee-Arragement-Confirmation-Role-Holder-Nominee-Partnership.docx/87bc3dd06bab11efa545ae6d7891492b,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\Nominee-Arragement-Confirmation-Role-Holder-Nominee-Partnership.docx",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/Guidance+-+Listing+Applications+and+Eligibility+VER01.100425.pdf/50ed49ec1b5611f083e7a2b54275a7db,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\Guidance_-_Listing_Applications_and_Eligibility_VER01.100425.pdf",✅ Success,
Policy & Guidance,"Guidance, Templates, Policy Statements",https://www.adgm.com/legal-framework/guidance-and-policy-statements,https://assets.adgm.com/download/assets/Information+Technology+Risk+Management+Guidance+20241120.pdf/014f7430a71811efa4b7bae6ac7fc29c,"adgm_rag_reference_3\Policy_&_Guidance\Guidance,_Templates,_Policy_Statements\Information_Technology_Risk_Management_Guidance_20241120.pdf",✅ Success,
